Unnamed: 0,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
1744,3,1,1,1,1,31,4,3,1,0,72,0
1745,2,1,1,2,1,41,3,5,1,0,63,1
1746,7,1,1,1,1,52,3,17,0,0,49,0
1747,1,2,1,2,2,27,5,2,0,0,49,0
1748,1,2,1,2,1,29,3,1,0,0,47,0
1749,1,2,1,2,1,20,5,2,0,0,51,0
1750,6,2,2,2,1,50,1,21,0,0,61,0
1751,1,1,1,1,1,38,1,6,0,0,48,0
1752,1,2,1,1,1,28,2,9,0,0,51,0
1753,1,2,1,2,1,29,1,2,0,0,46,0
1754,5,1,2,1,1,34,5,7,0,0,86,1
1755,5,2,2,1,1,31,2,7,0,0,75,0
1756,5,2,1,1,1,32,4,3,1,0,65,0
1757,5,1,2,1,1,49,5,20,1,0,78,0
1758,5,1,1,1,1,29,3,3,1,0,86,0
1759,2,2,1,1,1,32,4,4,0,0,57,0
1760,1,1,2,1,1,37,1,4,0,0,47,0
1761,1,2,2,2,1,31,1,5,0,0,48,0
1762,7,2,1,2,1,28,3,4,1,0,46,0
1763,5,2,1,1,1,37,5,4,1,0,72,0
1764,5,2,1,2,1,35,3,9,0,0,69,0
1765,1,1,1,2,1,44,1,4,0,0,46,0
1766,5,1,1,2,1,49,3,4,1,0,67,0
1767,1,1,1,1,1,37,4,10,1,0,92,1
1768,2,2,1,2,2,32,4,5,1,0,56,0
1769,2,1,1,2,1,34,2,8,0,0,64,0
1770,7,2,1,2,1,36,4,11,0,0,50,0
1771,1,2,1,1,1,35,3,7,0,0,49,0
1772,1,2,1,2,1,40,3,1,1,0,50,0
1773,7,2,1,2,1,29,4,2,1,0,50,0
1774,1,1,1,2,1,43,3,11,1,0,55,1
1775,2,2,1,2,1,38,5,10,0,0,62,0
1776,1,2,1,2,1,24,3,1,1,0,51,0
1777,1,2,1,2,1,27,5,6,1,0,48,0
1778,1,2,1,2,1,54,4,16,0,0,49,0
1779,3,2,1,1,3,31,5,4,1,0,80,0
1780,2,2,1,1,1,37,3,10,0,0,58,0
1781,8,2,2,2,1,27,5,2,1,0,58,0
1782,5,2,2,1,1,32,5,8,1,0,69,0
1783,5,2,1,1,1,43,3,7,1,0,68,0
1784,5,2,1,1,1,32,4,4,1,0,84,0
1785,6,2,1,2,2,25,5,3,1,0,62,0
1786,3,1,1,1,1,57,4,18,0,1,78,0
1787,5,1,2,2,1,33,4,7,0,0,72,0
1788,2,3,2,1,1,24,3,1,0,0,54,0
1789,1,1,1,2,1,30,4,4,0,0,52,0
1790,3,2,1,1,2,32,3,6,0,0,79,0
1791,6,2,1,2,1,23,3,1,0,0,63,0
1792,1,1,1,1,1,36,5,4,0,0,50,0
1793,1,2,2,2,2,37,4,9,1,0,51,1
1794,4,2,1,2,1,28,5,8,0,0,87,1
1795,5,2,2,2,1,30,1,5,0,0,74,0
1796,5,2,1,1,1,30,3,5,0,0,83,0
1797,2,2,1,2,1,31,1,5,1,0,59,0
1798,2,2,1,1,1,31,4,5,1,0,60,0
1799,2,1,2,2,1,47,3,18,0,0,59,0
1800,1,2,1,2,1,32,5,6,0,0,51,0
1801,7,1,1,2,1,33,2,5,1,0,51,0
1802,2,2,1,2,1,26,3,1,1,0,59,0
1803,2,2,1,2,1,55,3,11,1,0,64,0
1804,3,2,2,2,1,32,3,6,0,0,79,0
1805,1,2,1,2,1,28,2,3,1,0,54,0
1806,4,1,1,1,1,30,3,4,0,0,88,0
1807,1,2,1,2,1,30,5,3,0,0,51,0
1808,1,2,1,1,1,25,3,2,0,0,50,0
1809,1,2,1,3,1,24,5,3,0,0,56,0
1810,4,2,1,2,1,32,5,6,1,0,81,0
1811,3,1,1,1,1,51,3,3,0,0,84,0
1812,2,1,2,2,2,50,5,12,1,0,62,0
1813,4,2,2,2,1,35,4,10,0,0,86,0
1814,2,2,2,1,1,31,3,3,0,0,58,0
1815,7,1,1,2,1,50,4,10,1,0,50,0
1816,1,2,1,1,1,57,1,15,1,0,47,0
1817,1,1,2,2,1,30,3,3,0,0,53,0
1818,5,1,1,2,1,32,3,2,0,0,65,0
1819,3,2,2,1,1,52,4,11,0,0,82,0
1820,1,2,1,2,1,28,3,1,0,0,52,0
1821,2,1,1,2,1,35,5,9,1,0,60,0
1822,6,2,1,1,1,41,4,11,1,0,59,0
1823,1,2,1,2,1,38,3,4,0,0,49,0
1824,1,2,1,2,2,30,1,4,0,0,46,0
1825,4,1,1,1,1,41,3,4,0,0,85,0
1826,5,1,1,1,2,38,3,11,0,0,64,0
1827,2,2,2,1,1,30,3,6,1,0,57,0
1828,1,1,1,2,1,28,2,4,0,0,49,0
1829,1,2,1,2,2,24,3,2,0,0,52,0
1830,1,2,1,1,1,31,1,3,0,0,54,0
1831,5,1,2,1,1,38,5,7,1,0,72,1
1832,1,2,1,1,2,34,3,5,1,0,49,0
1833,1,1,1,2,1,32,1,4,0,0,51,0
1834,7,2,1,1,1,35,5,10,1,0,49,0
1835,7,1,1,2,1,32,3,6,0,0,46,0
1836,1,2,1,1,1,47,2,12,0,0,48,0
1837,1,2,2,1,1,44,1,12,0,0,49,0
1838,2,2,1,2,1,37,3,3,0,0,61,0
1839,1,2,1,1,1,40,1,15,0,0,47,0
1840,1,2,2,1,1,34,3,2,0,0,53,0
1841,5,2,2,1,1,30,3,8,0,0,75,0
1842,2,1,1,1,1,40,4,3,0,0,57,0
1843,2,2,1,2,1,30,3,2,0,0,60,0
1844,5,2,2,2,1,30,5,5,1,0,67,0
1845,1,2,1,1,1,35,2,7,0,0,52,0
1846,2,1,1,1,1,59,3,7,0,0,59,0
1847,3,2,2,2,1,29,1,3,0,0,81,0
1848,4,2,1,2,1,28,2,7,0,0,85,0
1849,8,2,1,1,1,30,5,2,0,0,56,0
1850,1,2,1,1,1,36,2,3,0,0,51,0
1851,1,2,1,1,3,30,3,5,0,0,44,0
1852,3,2,1,2,1,34,3,10,1,0,74,0
1853,6,2,1,1,1,26,1,3,0,0,61,0
1854,5,1,1,1,1,41,3,13,1,0,85,1
1855,2,2,2,2,1,33,3,9,0,0,60,0
1856,2,2,1,1,2,34,3,3,0,0,56,0
1857,1,2,1,1,1,34,5,9,1,0,53,0
1858,3,2,1,2,1,36,4,8,0,0,76,0
1859,4,2,1,2,1,27,5,3,1,0,85,0
1860,5,1,2,3,1,38,4,3,1,0,68,0
1861,2,2,1,2,1,33,5,9,0,0,58,0
1862,2,2,2,2,1,32,3,3,0,0,62,0
1863,5,1,1,1,1,57,3,10,0,0,69,0
1864,5,2,1,2,1,26,3,1,0,0,69,0
1865,3,1,2,3,1,60,3,5,0,0,78,0
1866,1,2,1,2,1,25,5,2,0,0,50,0
1867,5,1,1,2,1,36,4,9,1,0,81,0
1868,4,2,1,1,2,22,3,1,0,0,84,0
1869,8,1,1,2,1,36,1,7,0,0,55,0
1870,3,2,2,2,1,26,3,3,1,0,80,0
1871,2,2,1,1,1,29,1,2,0,0,62,0
1872,1,1,1,2,2,52,3,3,0,0,58,0
1873,1,2,1,1,1,39,3,11,0,0,54,0
1874,1,2,1,1,1,38,5,4,1,0,50,0
1875,1,2,2,1,1,38,4,6,0,0,50,0
1876,3,1,2,2,1,33,3,7,0,0,78,0
1877,1,2,1,1,1,30,5,2,1,0,50,0
1878,1,2,1,1,1,29,5,2,0,0,50,0
1879,2,2,2,1,1,29,3,7,1,0,59,0
1880,5,1,2,2,1,32,2,9,0,0,88,1
1881,2,2,1,1,2,35,3,6,1,0,57,0
1882,3,1,1,2,1,43,3,10,0,0,81,0
1883,1,1,2,2,1,41,3,13,0,0,49,0
1884,1,2,1,2,4,32,1,8,0,0,50,0
1885,1,2,1,2,1,28,3,1,0,0,48,0
1886,1,1,1,1,3,33,3,6,0,0,49,0
1887,1,2,1,2,1,30,3,5,0,0,49,0
1888,1,2,1,1,1,36,4,10,0,0,50,0
1889,5,2,2,1,1,30,3,8,0,0,69,0
1890,4,2,1,2,2,32,5,7,1,0,80,0
1891,5,2,2,2,1,30,3,5,0,0,85,1
1892,2,2,2,2,1,36,4,4,1,0,59,0
1893,1,1,1,1,1,31,5,6,0,0,48,0
1894,2,2,2,2,1,27,3,1,1,0,50,0
1895,1,1,2,1,1,41,1,9,0,0,54,0
1896,5,1,2,2,1,43,3,6,0,0,72,0
1897,1,2,1,2,1,26,1,3,1,0,55,0
1898,5,2,1,2,3,60,3,16,0,0,68,0
1899,5,2,1,1,1,30,4,7,0,0,88,0
1900,2,1,1,1,1,34,3,7,1,0,58,0
1901,6,1,1,1,1,32,3,3,1,0,60,0
1902,1,2,1,2,1,44,5,5,1,0,46,0
1903,2,1,1,1,1,35,2,7,1,0,53,0
1904,2,1,2,2,1,60,1,17,0,0,62,0
1905,5,2,2,1,1,34,5,8,0,0,71,0
1906,2,2,1,1,1,36,4,10,1,0,59,0
1907,4,2,1,1,2,27,4,3,1,0,82,0
1908,3,2,1,1,1,28,4,6,1,0,82,0
1909,4,2,1,2,2,26,3,2,0,0,81,0
1910,2,2,2,2,1,29,4,3,1,0,59,0
1911,5,1,2,2,1,35,3,9,1,0,70,1
1912,4,2,1,1,1,27,3,1,0,0,85,0
1913,7,2,1,1,1,26,3,2,1,0,46,0
1914,4,2,1,2,1,33,3,7,0,0,84,0
1915,2,1,2,2,1,37,3,9,0,0,56,0
1916,7,1,2,2,1,33,5,3,0,0,65,1
1917,1,1,1,1,1,35,5,3,1,0,48,0
1918,5,1,2,1,1,35,1,4,0,0,74,0
1919,5,2,1,2,3,31,5,6,1,0,80,0
1920,1,2,2,1,1,31,3,3,0,0,55,0
1921,1,2,1,1,1,22,3,1,0,0,61,1
1922,3,2,1,2,1,41,5,3,1,0,75,0
1923,2,1,2,2,1,37,5,4,0,0,61,0
1924,1,2,1,1,1,33,5,3,0,0,53,0
1925,1,2,2,1,1,35,3,8,0,0,47,0
1926,3,2,1,2,1,24,4,2,1,0,75,0
1927,5,2,1,2,1,27,4,3,0,0,88,0
1928,1,2,1,1,1,29,3,4,0,0,52,0
1929,1,2,1,2,2,30,3,5,0,0,51,0
1930,2,2,1,2,1,25,3,1,0,0,58,0
1931,5,1,1,1,1,39,1,3,0,0,72,0
1932,1,1,1,2,1,33,1,5,0,0,49,0
1933,1,1,1,2,1,41,3,6,0,0,48,0
1934,1,2,2,2,1,37,5,4,0,0,48,0
1935,1,2,1,2,3,35,1,8,0,0,48,0
1936,4,2,1,2,1,60,3,28,0,0,80,0
1937,5,2,2,2,1,34,3,6,0,0,83,1
1938,1,2,1,1,3,31,1,9,0,0,46,0
1939,3,2,1,2,3,45,4,4,0,0,84,0
1940,5,2,1,1,1,27,3,3,0,0,69,0
1941,1,1,1,2,1,54,4,14,1,0,48,1
1942,2,2,2,2,1,30,4,5,1,0,60,0
1943,1,2,2,1,1,29,3,2,0,0,49,0
1944,3,2,2,2,1,30,3,4,1,0,81,0
1945,1,2,1,1,2,24,3,1,0,0,48,0
1946,1,1,1,1,1,40,3,6,1,0,52,0
1947,1,1,1,1,3,35,1,3,0,0,50,0
1948,6,1,1,2,1,44,5,8,1,0,63,0
1949,2,1,2,2,1,42,5,4,0,0,52,0
1950,1,1,1,2,1,35,5,8,1,0,48,1
1951,5,2,2,1,1,27,1,4,0,0,84,0
1952,3,2,1,2,1,32,3,6,0,0,80,0
1953,2,2,2,2,1,46,3,7,0,0,59,0
1954,4,2,1,2,2,31,1,4,1,0,84,0
1955,3,2,1,1,1,28,3,3,0,0,76,0
1956,4,2,1,2,1,28,3,1,0,0,86,0
1957,4,1,1,2,1,54,3,5,0,0,86,0
1958,4,2,1,2,1,34,3,7,0,0,84,0
1959,3,2,2,2,2,31,3,3,1,0,78,0
1960,8,2,1,2,1,31,3,1,0,0,57,0
1961,3,2,1,2,1,38,4,9,1,0,80,0
1962,2,1,1,2,1,58,4,31,0,0,62,0
1963,5,1,1,1,1,35,4,3,1,0,69,0
1964,1,2,2,2,1,43,5,11,1,0,46,1
1965,2,1,2,2,1,32,4,4,1,0,61,0
1966,1,2,1,1,1,29,3,3,0,0,52,0
1967,2,2,1,2,1,28,5,4,1,0,64,0
1968,3,2,1,1,1,28,3,5,0,0,82,0
1969,4,2,1,1,1,28,5,2,1,0,83,0
1970,1,2,2,2,1,28,2,6,0,0,52,0
1971,3,2,1,1,1,33,3,7,1,0,80,0
1972,5,2,2,2,1,40,4,6,0,0,66,0
1973,3,2,2,2,1,55,3,8,0,0,79,0
1974,1,2,1,1,1,30,3,4,0,0,48,0
1975,2,1,2,2,1,44,2,13,0,0,62,0
1976,5,2,2,2,1,32,1,7,0,0,70,0
1977,1,2,1,2,2,29,3,1,0,0,55,0
1978,2,2,1,2,1,44,4,14,1,0,57,0
1979,1,2,1,2,1,51,1,22,0,0,50,0
1980,6,2,2,2,1,30,3,4,0,0,58,0
1981,2,2,2,1,1,29,4,2,0,0,61,0
1982,5,2,2,2,1,27,3,4,0,0,67,0
1983,2,2,2,2,1,27,5,4,0,0,77,1
1984,1,2,1,1,1,22,3,1,1,0,49,0
1985,2,2,2,1,1,37,5,11,1,0,62,1
1986,1,2,1,1,1,40,3,4,0,0,50,0
1987,3,2,2,3,1,26,4,3,1,0,80,0
1988,5,1,1,1,7,38,5,10,1,0,72,0
1989,2,2,1,1,2,33,3,7,1,0,62,0
1990,4,2,1,1,1,25,4,2,0,0,81,0
1991,3,2,2,2,1,59,3,14,0,0,76,0
1992,2,1,1,1,1,32,4,3,1,0,60,0
1993,2,2,2,2,1,25,4,2,0,0,61,0
1994,1,1,1,2,1,39,3,3,1,0,45,1
1995,5,1,1,2,2,45,3,5,0,0,82,0
1996,2,2,2,2,1,43,5,12,0,0,62,0
1997,2,2,2,2,1,31,5,2,0,0,57,0
1998,1,1,2,2,1,55,3,10,0,0,53,0
1999,2,2,1,1,1,34,5,8,0,0,61,0
2000,3,2,2,2,1,39,4,13,1,0,82,0
2001,7,2,2,3,1,37,4,3,0,0,52,0
2002,1,1,1,1,1,35,2,7,0,0,48,0
2003,2,2,1,2,1,43,3,13,0,0,61,0
2004,3,1,2,1,1,60,3,34,0,0,84,0
2005,1,1,1,1,1,45,3,7,0,0,49,0
2006,2,2,1,1,1,32,3,7,1,0,61,0
2007,1,2,1,3,1,38,5,7,0,0,49,0
2008,1,1,1,2,1,36,5,9,1,0,46,0
2009,1,2,1,2,1,30,5,6,1,0,54,1
2010,1,2,1,1,1,43,3,13,0,0,51,0
2011,6,2,2,1,1,26,3,3,0,0,57,0
2012,5,1,2,1,2,35,3,4,0,0,72,0
2013,2,1,1,2,2,41,3,6,1,0,62,0
2014,3,2,2,1,1,29,5,3,1,0,83,0
2015,5,2,2,2,1,27,3,6,0,0,68,0
2016,2,1,2,1,1,36,4,9,1,0,61,0
2017,1,2,1,2,1,30,4,3,0,0,46,0
2018,5,1,1,1,3,43,2,12,1,0,88,0
2019,5,1,1,2,1,46,3,6,0,0,68,0
2020,5,1,1,2,1,49,4,17,0,0,69,0
2021,1,2,1,1,1,23,3,3,0,0,46,0
2022,1,2,1,2,1,39,5,13,1,0,52,0
2023,7,3,2,1,1,26,1,2,0,0,47,0
2024,2,2,2,1,1,35,3,9,0,0,59,0
2025,1,2,1,2,2,20,3,1,0,0,48,0
2026,8,2,1,2,1,44,3,10,0,0,58,0
2027,4,2,1,1,2,35,4,5,0,0,81,0
2028,1,2,1,1,2,29,1,3,0,0,50,0
2029,2,1,1,2,1,46,3,16,0,0,57,0
2030,5,2,2,2,2,31,3,2,0,0,66,0
2031,2,2,1,2,2,33,3,4,0,0,52,0
2032,7,1,1,3,1,36,3,6,1,0,50,0
2033,3,2,1,2,1,26,3,1,1,0,78,0
2034,7,2,1,2,1,28,3,1,0,0,47,0
2035,2,1,2,2,1,48,3,5,0,0,59,0
2036,7,1,2,2,1,29,3,6,0,0,50,0
2037,8,2,1,2,1,33,1,3,0,0,60,0
2038,4,2,1,2,1,28,5,3,1,0,85,0
2039,1,2,1,1,1,20,3,1,0,0,53,0
2040,1,1,1,1,2,34,1,6,0,0,50,0
2041,1,2,1,2,1,46,5,12,1,0,50,0
2042,1,2,1,1,1,34,3,7,0,0,50,0
2043,1,2,1,1,1,29,1,2,0,0,49,0
2044,5,1,2,1,1,48,3,9,0,0,64,0
2045,8,2,1,1,1,31,3,4,1,0,63,0
2046,4,2,1,1,2,28,3,7,0,0,78,0
2047,1,2,1,2,1,25,1,2,0,0,48,0
2048,5,2,1,1,1,33,2,8,0,0,66,0
2049,1,2,1,3,1,32,5,7,1,0,49,0
2050,3,3,1,2,2,24,3,2,0,0,84,0
2051,5,2,2,1,1,28,3,2,0,0,66,0
2052,1,2,1,2,1,33,1,7,0,0,46,0
2053,5,2,2,2,1,33,4,4,0,0,70,0
2054,5,3,2,1,1,25,3,1,1,0,71,0
2055,1,1,2,2,2,42,3,9,0,0,54,0
2056,5,1,1,2,1,39,2,4,1,1,74,1
2057,1,1,1,2,1,43,2,12,0,0,48,0
2058,8,2,1,2,1,32,5,4,0,0,59,0
2059,2,2,1,2,1,42,2,2,0,0,57,0
2060,1,2,1,1,2,33,1,3,0,0,48,0
2061,3,2,1,1,1,47,3,3,1,0,77,0
2062,1,2,1,2,1,44,4,16,0,0,48,0
2063,5,2,2,1,1,29,3,1,0,0,71,0
2064,1,1,2,2,1,33,5,8,1,0,46,0
2065,3,2,1,2,1,39,4,10,0,0,78,0
2066,5,1,1,1,1,44,3,5,0,0,83,0
2067,3,2,2,2,1,29,3,1,0,0,79,0
2068,2,2,1,2,1,28,2,2,1,0,58,0
2069,1,2,1,2,2,31,3,7,0,0,48,0
2070,7,2,1,1,1,31,4,4,0,0,47,0
2071,5,2,1,2,1,32,5,4,0,1,99,1
2072,1,2,1,2,1,31,5,4,1,0,45,0
2073,3,1,1,1,1,57,3,6,0,0,76,0
2074,2,1,1,1,1,31,3,5,0,0,60,0
2075,4,2,1,1,2,29,4,7,1,0,83,0
2076,3,2,1,2,2,36,4,3,0,0,76,0
2077,2,2,1,2,1,35,4,7,0,0,56,0
2078,3,2,1,2,1,31,1,5,1,0,81,0
2079,2,2,1,1,1,49,1,7,1,0,61,0
2080,1,1,1,1,2,33,1,9,0,0,53,0
2081,2,2,2,2,1,35,3,3,0,0,59,0
2082,2,2,2,1,1,31,2,6,0,0,61,0
2083,1,2,1,2,1,32,5,4,1,0,51,0
2084,2,2,1,1,1,34,4,7,1,0,60,0
2085,7,2,1,2,1,29,4,3,0,0,50,0
2086,3,1,1,2,1,34,3,9,0,0,81,0
2087,1,2,1,1,1,36,2,7,0,0,43,0
2088,2,2,1,2,1,34,3,6,1,0,55,1
2089,1,2,1,2,3,30,4,6,0,0,48,0
2090,2,1,1,1,1,44,3,6,0,0,56,0
2091,2,1,2,1,1,32,4,9,1,0,60,0
2092,3,1,2,1,2,34,5,6,0,0,81,0
2093,3,1,1,2,1,36,3,7,1,0,87,1
2094,6,1,1,1,1,35,3,2,0,0,58,0
2095,1,2,1,3,1,32,3,7,0,0,48,0
2096,7,2,2,2,1,33,5,5,1,0,50,0
2097,2,1,1,1,1,38,5,8,0,0,56,0
2098,1,2,1,1,2,28,3,3,1,0,49,0
2099,1,1,2,2,1,34,4,6,0,0,47,0
2100,1,2,1,1,1,28,5,4,1,0,51,0
2101,1,1,1,2,2,33,5,2,0,0,49,0
2102,5,2,2,1,2,25,3,2,0,0,70,0
2103,1,2,2,2,1,38,3,2,0,0,52,0
2104,1,2,1,2,1,35,3,10,1,0,50,1
2105,5,1,2,2,1,36,4,4,1,0,72,0
2106,3,2,1,2,1,27,2,2,0,0,80,0
2107,1,2,2,2,1,24,3,1,1,0,47,1
2108,5,2,1,2,2,33,3,3,1,0,70,0
2109,1,2,1,2,1,26,3,1,0,0,53,0
2110,1,2,1,1,1,46,3,6,0,0,47,0
2111,1,1,1,2,1,55,3,15,0,0,48,0
2112,1,2,1,1,2,32,3,6,0,0,45,0
2113,6,2,1,1,1,31,5,5,1,0,55,1
2114,1,2,1,2,2,42,3,15,0,0,47,0
2115,1,2,1,2,1,30,3,5,0,0,50,0
2116,5,1,1,2,2,33,3,5,1,0,80,0
2117,1,1,1,2,1,40,5,8,0,0,48,0
2118,5,2,1,2,2,31,1,8,0,0,73,0
2119,5,2,2,2,1,31,3,3,0,0,68,0
2120,2,2,1,2,1,31,5,7,1,0,57,0
2121,4,2,1,1,1,30,3,6,1,0,88,0
2122,6,3,1,2,2,21,3,1,0,0,60,0
2123,4,2,1,2,2,25,3,1,0,0,87,0
2124,3,2,2,2,1,28,2,5,0,0,80,0
2125,4,1,1,2,3,31,4,7,1,0,83,0
2126,5,1,2,1,1,33,5,7,1,0,68,1
2127,2,2,1,1,1,37,4,9,0,0,61,0
2128,3,1,1,2,1,40,5,14,1,1,85,1
2129,5,2,1,1,2,35,3,10,0,0,67,0
2130,2,2,1,2,1,27,5,2,0,0,56,0
2131,7,2,2,2,1,55,3,21,0,0,49,0
2132,4,2,1,1,1,29,4,1,1,0,81,1
2133,5,2,1,1,1,37,1,3,0,0,83,0
2134,1,2,1,2,1,23,3,1,1,0,47,1
2135,1,2,2,1,1,33,5,7,1,0,50,0
2136,1,2,1,2,2,37,3,8,0,0,51,0
2137,2,1,2,2,1,41,5,9,1,0,61,0
2138,8,3,1,1,1,28,4,2,1,0,63,0
2139,2,2,1,1,1,35,4,2,0,1,71,1
2140,6,2,1,2,1,28,3,3,0,0,64,0
2141,5,2,2,2,1,37,1,7,1,0,70,0
2142,3,1,1,2,1,60,3,17,0,0,80,0
2143,2,2,2,2,1,37,5,10,1,0,65,0
2144,7,1,2,2,1,36,2,8,0,0,44,0
2145,5,2,1,1,1,31,5,5,1,0,71,0
2146,3,1,2,2,1,32,4,7,1,0,97,1
2147,5,2,1,1,1,28,3,1,0,0,88,0
2148,1,2,1,2,2,34,4,2,0,0,49,0
2149,2,2,2,2,1,35,5,4,0,0,74,1
2150,4,2,1,2,1,26,4,4,0,0,83,0
2151,3,1,2,2,1,51,4,4,1,0,82,0
2152,5,2,2,2,2,31,3,4,1,0,64,0
2153,4,2,1,2,3,27,4,3,0,0,81,0
2154,5,2,2,1,2,33,4,9,0,0,69,0
2155,5,1,2,1,1,45,4,4,1,0,73,0
2156,1,1,1,2,2,32,3,4,0,1,43,0
2157,4,2,1,2,2,32,3,8,0,0,88,0
2158,7,1,1,2,1,46,3,9,0,0,48,0
2159,1,2,1,2,2,28,1,2,0,0,49,0
2160,5,1,2,1,1,40,2,8,0,0,69,0
2161,1,2,1,2,1,38,3,7,1,0,50,0
2162,1,2,2,2,1,27,3,1,0,0,47,0
2163,2,2,1,2,1,26,4,5,0,0,60,0
2164,5,1,1,1,1,31,1,7,0,0,71,0
2165,4,2,1,2,1,41,4,11,1,0,84,0
2166,3,2,1,2,1,29,3,1,0,0,76,0
2167,2,2,1,2,1,25,3,1,0,0,58,0
2168,1,2,1,1,2,33,3,4,1,0,52,0
2169,2,2,1,2,1,56,3,16,0,0,59,0
2170,3,2,2,2,1,28,4,2,1,0,84,0
2171,3,2,1,2,1,29,3,4,0,0,75,0
2172,2,2,2,2,1,42,1,5,0,0,62,0
2173,4,2,1,1,1,38,4,8,0,0,87,0
2174,4,2,1,2,2,29,5,6,1,0,87,0
2175,3,2,1,2,1,33,3,8,0,0,82,0
2176,5,1,1,2,1,37,4,10,0,0,86,0
2177,3,1,2,2,2,38,5,10,1,0,80,0
2178,3,2,1,1,1,33,4,6,1,0,83,0
2179,4,2,1,1,1,27,5,5,1,0,87,1
2180,1,2,1,2,1,27,3,1,1,0,47,0
2181,4,2,1,2,2,34,3,10,0,0,85,0
2182,2,2,1,1,1,57,3,12,0,0,58,0
2183,7,1,2,1,1,36,4,2,1,0,51,0
2184,4,2,1,2,1,34,5,9,1,0,84,0
2185,4,2,1,1,2,28,3,1,0,0,79,0
2186,3,1,2,1,1,45,1,18,0,0,76,0
2187,1,2,1,1,1,25,5,2,1,0,45,0
2188,3,2,2,1,1,42,5,11,1,0,78,0
2189,5,2,2,2,1,31,5,2,1,0,71,1
2190,7,2,2,2,1,28,5,2,1,0,49,0
2191,2,2,2,1,1,31,4,5,0,0,59,0
2192,1,1,1,2,1,45,3,3,1,0,49,0
2193,5,1,1,1,1,32,5,3,1,0,73,0
2194,7,2,2,2,1,46,5,3,0,0,52,0
2195,1,2,2,2,1,32,5,7,1,1,48,0
2196,1,2,1,2,1,35,1,8,0,0,47,0
2197,3,2,2,2,2,35,4,3,0,0,84,0
2198,5,2,1,2,1,32,3,6,0,0,69,0
2199,1,2,1,1,1,29,3,4,0,0,50,0
2200,5,2,1,2,1,32,5,7,1,0,70,1
2201,1,2,1,2,1,29,2,6,0,0,51,0
2202,1,1,1,2,1,30,5,6,1,0,51,0
2203,1,2,1,2,1,33,4,4,0,0,49,0
2204,4,2,1,2,2,28,3,3,0,0,85,0
2205,2,2,1,2,1,31,5,5,1,0,59,0
2206,5,2,1,1,1,31,3,7,1,0,71,0
2207,2,2,2,1,1,33,3,7,0,0,61,0
2208,1,2,1,1,1,56,4,6,0,0,50,0
2209,5,1,1,2,1,47,1,18,0,0,68,0
2210,1,2,1,2,1,37,3,8,0,0,59,1
2211,1,2,1,2,1,28,2,4,0,0,51,0
2212,2,2,1,2,1,25,3,1,1,1,57,0
2213,3,1,1,2,1,33,2,8,0,0,83,0
2214,2,2,1,2,1,33,4,6,0,0,62,0
2215,8,2,1,1,3,30,3,6,1,0,58,0
2216,3,2,2,2,1,35,1,4,0,0,77,0
2217,2,2,1,2,1,29,5,3,1,0,59,0
2218,2,2,1,2,1,39,1,8,0,0,64,0
2219,1,2,1,2,1,29,4,3,0,0,49,0
2220,1,1,1,1,1,37,3,7,0,0,59,1
2221,1,2,1,2,3,30,3,3,0,0,50,0
2222,5,1,1,1,1,35,5,8,1,0,86,0
2223,8,2,1,1,1,40,4,5,0,0,63,0
2224,2,1,1,2,1,45,5,14,1,0,56,0
2225,2,2,2,1,1,28,3,1,0,0,56,0
2226,1,1,2,1,1,32,4,5,1,0,49,0
2227,3,2,2,2,1,26,1,4,0,0,79,0
2228,7,1,2,2,1,50,5,5,0,0,53,0
2229,1,2,1,1,1,27,3,3,0,0,48,0
2230,5,1,1,2,1,50,4,5,0,0,73,0
2231,3,2,1,3,2,26,3,1,1,0,82,0
2232,5,2,1,1,1,38,3,4,0,0,71,0
2233,5,1,1,1,1,43,5,9,0,0,69,0
2234,5,1,1,2,2,37,3,10,1,1,84,0
2235,7,2,1,1,1,47,3,17,0,0,48,0
2236,3,1,2,1,1,41,4,2,0,0,84,0
2237,5,2,1,2,1,33,3,7,0,0,72,0
2238,1,1,1,2,1,39,3,4,0,0,48,0
2239,2,1,2,1,2,36,3,4,0,0,57,0
2240,1,2,2,1,2,26,1,3,0,0,54,0
2241,5,2,1,1,2,30,3,5,0,0,75,0
2242,6,2,2,1,2,30,5,6,0,0,60,0
2243,5,1,1,2,1,50,4,14,1,0,67,0
2244,1,2,1,1,1,29,1,5,0,0,49,0
2245,2,2,2,2,1,31,3,5,0,0,58,0
2246,8,2,1,3,1,30,5,5,1,0,58,0
2247,1,1,1,1,1,41,3,6,0,0,52,0
2248,1,1,1,2,1,50,3,7,1,0,46,0
2249,6,3,1,2,2,23,5,1,1,0,61,0
2250,1,2,1,2,1,34,2,6,0,0,45,0
2251,5,3,1,1,1,20,3,1,1,0,74,0
2252,5,2,1,1,2,31,5,5,1,0,73,0
2253,5,2,2,2,2,35,2,7,0,0,66,0
2254,5,2,1,2,2,31,4,3,0,0,84,0
2255,7,2,1,1,1,46,4,8,0,0,52,0
2256,1,2,1,2,1,31,5,3,1,0,57,0
2257,7,2,1,1,1,32,5,7,0,0,44,0
2258,1,2,1,2,1,44,5,3,0,0,57,1
